post_number,post_link,board,content,date
928027,https://theqoo.net/beauty/3690284267?page=6187,beauty,와 내가 다 신나,25.04.11
928027,https://theqoo.net/beauty/3690284267?page=6187,beauty,와 1등 대박,25.04.11
928027,https://theqoo.net/beauty/3690284267?page=6187,beauty,@1 @2 @3 삐아랑 에스쁘아 ( 근데 상품은 본품이양),25.04.11
928027,https://theqoo.net/beauty/3690284267?page=6187,beauty,ㅁㅊ 부럽다,25.04.11
928027,https://theqoo.net/beauty/3690284267?page=6187,beauty,@5 와우 심지어 진또빼기 브랜드,25.04.11
928027,https://theqoo.net/beauty/3690284267?page=6187,beauty,앙 기대중,25.04.11
928023,https://theqoo.net/beauty/3690278963?page=6187,beauty,우와대박이다,25.04.11
928023,https://theqoo.net/beauty/3690278963?page=6187,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/12 15:57:58)",25.04.11
928023,https://theqoo.net/beauty/3690278963?page=6187,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/12 10:09:37)",25.04.11
928023,https://theqoo.net/beauty/3690278963?page=6187,beauty,@2 오늘은 현장 끝났대 ㅜ,25.04.11
928023,https://theqoo.net/beauty/3690278963?page=6187,beauty,짱짱,25.04.11
928023,https://theqoo.net/beauty/3690278963?page=6187,beauty,@2 나 아직 그 앞이라 물어봤더니 오늘은 현장 마감이래! 내일은 또 현장 대기 있고 아침 10시부터!!,25.04.11
928017,https://theqoo.net/beauty/3690272113?page=6187,beauty,내일은 시작이 10시일껄? 오늘만 1시 시작이구,25.04.11
928017,https://theqoo.net/beauty/3690272113?page=6187,beauty,@1 헉 10시구나,25.04.11
928017,https://theqoo.net/beauty/3690272113?page=6187,beauty,10시 시작이면 몇시에 가야하는거야 ㄷㄷ,25.04.11
928014,https://theqoo.net/beauty/3690261894?page=6187,beauty,5~10분 늦은 사람들 바로 들여보내주는건 봤는데 더 늦을 때는 모르겠어!,25.04.11
928014,https://theqoo.net/beauty/3690261894?page=6187,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/12 10:09:37)",25.04.11
928014,https://theqoo.net/beauty/3690261894?page=6187,beauty,@1 @2 헉 고마워!!!!! 나도 한 15분쯤 늦을 것 같은데 오히려 좋아 🏃‍♂️🏃‍♂️🏃‍♂️,25.04.11
928007,https://theqoo.net/beauty/3690244935?page=6188,beauty,후기봤을때 무조건 ㅇㅇ 비가 엄청 오는것도 아니라,25.04.11
928007,https://theqoo.net/beauty/3690244935?page=6188,beauty,비오면 안이 더 붐빌 것 같긴 해 오늘 상황+ 우산 더 들면...,25.04.11
928007,https://theqoo.net/beauty/3690244935?page=6188,beauty,@2 끔찍하다…아아..포기해야되나 ㅜㅠ,25.04.11
928005,https://theqoo.net/beauty/3690240228?page=6188,beauty,나도 아이소이랑 윀멬 전철타러 가다가 봤는데 걍 제낌ㅋㅋㅋㅋ 손에 든게 너무 많아,25.04.11
928005,https://theqoo.net/beauty/3690240228?page=6188,beauty,혹시 가방 뭐 챙겨가는게 좋을까??,25.04.11
928005,https://theqoo.net/beauty/3690240228?page=6188,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/28 03:20:34)",25.04.11
928005,https://theqoo.net/beauty/3690240228?page=6188,beauty,@2 전혀 필요없음 핑크백에 담아주고 중간에 무슨 브랜드 스쿱이 엄청 큰 빅백을 주기 때문에 폰만 들고 가도록 해 ㅎㅎ,25.04.11
928005,https://theqoo.net/beauty/3690240228?page=6188,beauty,@2 ㄴㄴ 거기서 줘 들어가자마자 직잭 핑크 가방 받고 제일 가까운 안쪽에 있는 부스에서 큰 가방 줘,25.04.11
928005,https://theqoo.net/beauty/3690240228?page=6188,beauty,다들 고맙!!,25.04.11
928005,https://theqoo.net/beauty/3690240228?page=6188,beauty,@1 뭔가 아쉽거나 허전했으면 윀멬도 접수할텐데 거기도 웨이팅있길래 다 패쓰 ㅋㅋㅋ,25.04.11
928005,https://theqoo.net/beauty/3690240228?page=6188,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/12 05:04:56)",25.04.11
928016,https://theqoo.net/beauty/3690269177?page=6187,beauty,스쿱 이너뷰티덬 ㅎㅇㅎㅇ 나도 이너뷰티 골랐는데 완전 만족ㅋㅋ,25.04.11
928016,https://theqoo.net/beauty/3690269177?page=6187,beauty,팝업 알려준 덬 복 받걸아222,25.04.11
928016,https://theqoo.net/beauty/3690269177?page=6187,beauty,"@1 원래 색조파인데 ㅋㅋㅋㅋㅋ 뭐가 많이 없어서 이너뷰티 골랐는데 잘선택한거 같아 뿌듯
@2 마자마자 알려준 덬 최고👍",25.04.11
928001,https://theqoo.net/beauty/3690233493?page=6188,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/12 10:09:37)",25.04.11
928001,https://theqoo.net/beauty/3690233493?page=6188,beauty,@1 비를 뚫고 가야겟다 ㄱㅅㄱㅅ,25.04.11
927999,https://theqoo.net/beauty/3690224903?page=6188,beauty,헐 지금근천데 조졌네ㅋㅋㅋㅋ 괜히 왔어ㅠㅠㅠㅠ,25.04.11
927999,https://theqoo.net/beauty/3690224903?page=6188,beauty,허얼 ㅠ,25.04.11
927999,https://theqoo.net/beauty/3690224903?page=6188,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/06/16 21:01:42)",25.04.11
927999,https://theqoo.net/beauty/3690224903?page=6188,beauty,와 인원 계산 해가면서 들여보내나보네..,25.04.11
927999,https://theqoo.net/beauty/3690224903?page=6188,beauty,@4 ㅇㅇ 나 사전예약 줄 서있는데 현장예약 마감이래,25.04.11
927998,https://theqoo.net/beauty/3690224755?page=6188,beauty,예약해둔거면 가야지... 난 현장을 서야하나 고민중인데ㅠㅠ,25.04.11
927998,https://theqoo.net/beauty/3690224755?page=6188,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/28 03:20:34)",25.04.11
927998,https://theqoo.net/beauty/3690224755?page=6188,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/05/21 01:34:18)",25.04.11
927989,https://theqoo.net/beauty/3690190795?page=6189,beauty,아웃겨 대박이네,25.04.11
927989,https://theqoo.net/beauty/3690190795?page=6189,beauty,아 ㅁㅊ 가고싶다,25.04.11
927989,https://theqoo.net/beauty/3690190795?page=6189,beauty,제발 꼭 가줘 내기준 현장대기 3-4시간까지는 할만할거 같아 그정도로 혜자야,25.04.11
927989,https://theqoo.net/beauty/3690190795?page=6189,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/12 17:50:02)",25.04.11
927989,https://theqoo.net/beauty/3690190795?page=6189,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/28 03:20:34)",25.04.11
927989,https://theqoo.net/beauty/3690190795?page=6189,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/05/21 01:34:18)",25.04.11
927989,https://theqoo.net/beauty/3690190795?page=6189,beauty,이너뷰티 단백질 중요하니까 납득됨ㅋㅋㅋ,25.04.11
927987,https://theqoo.net/beauty/3690180386?page=6189,beauty,지각해도 들어갈 수 있대,25.04.11
927986,https://theqoo.net/beauty/3690178686?page=6189,beauty,줄 둘째치고 내일 비 와서 힘들거 같아...ㅠ,25.04.11
927986,https://theqoo.net/beauty/3690178686?page=6189,beauty,후기 좋아서 많이 갈거같아,25.04.11
927986,https://theqoo.net/beauty/3690178686?page=6189,beauty,오픈런 해야할듯,25.04.11
927986,https://theqoo.net/beauty/3690178686?page=6189,beauty,하 내일 하필이면 또 날씨까지 안좋아서 걱정이다,25.04.11
927984,https://theqoo.net/beauty/3690177816?page=6189,beauty,나 안에서 요아정까지 먹고 1시간 30분정도,25.04.11
927984,https://theqoo.net/beauty/3690177816?page=6189,beauty,1시간쯤  걸려 근데 내가 인스타 익숙하지 않아서 해시태그 하는데 시간 잡아먹어서 그런것도 있어,25.04.11
927984,https://theqoo.net/beauty/3690177816?page=6189,beauty,나도 한시간 반정도 브랜드 미리 직잭 즐찾/인스타팔로/카톡친추하면 더 빨리 돌듯,25.04.11
927984,https://theqoo.net/beauty/3690177816?page=6189,beauty,@1 헐요아정!!! 저녁 먹어야 되니까 못먹겠다 흑흑.. @2 헐 글쿠만 그래도 시간 괜찮다 @3 헉 고마워!!!!! 완전 꿀팁,25.04.11
927984,https://theqoo.net/beauty/3690177816?page=6189,beauty,넉넉하게 한시간 반? 3덬 말대로 대부분 인스타팔로 직잭즐찾(별누르는거) 카톡친추 받으니까 그거 다 하고 가,25.04.11
927984,https://theqoo.net/beauty/3690177816?page=6189,beauty,@5 으아 많다 고마워!!!!!!!!! 신난다,25.04.11
927984,https://theqoo.net/beauty/3690177816?page=6189,beauty,아 생각보다 금방도네?,25.04.11
927983,https://theqoo.net/beauty/3690173462?page=6189,beauty,본문 ㄱㅇㅇ,25.04.11
927983,https://theqoo.net/beauty/3690173462?page=6189,beauty,진짜 혜자구나,25.04.11
927983,https://theqoo.net/beauty/3690173462?page=6189,beauty,와 쩐다 ㄷㄷㄷㄷㄷ,25.04.11
927983,https://theqoo.net/beauty/3690173462?page=6189,beauty,오 ㅏ미쳤다 가보까...,25.04.11
927983,https://theqoo.net/beauty/3690173462?page=6189,beauty,대박적....,25.04.11
927968,https://theqoo.net/beauty/3690144447?page=6190,beauty,ㅇㅇ... 나 5분전 도착이었는데도 기다렸음,25.04.11
927973,https://theqoo.net/beauty/3690158872?page=6190,beauty,먹을거도주네,25.04.11
927973,https://theqoo.net/beauty/3690158872?page=6190,beauty,@1 진짜 개꿀이야 마지막 스쿱으로 푸는거에 화장품도 있는데 이너뷰티라고 단백질쉐이크도 있어서 난 그거 펐어ㅋㅋㅋ,25.04.11
927973,https://theqoo.net/beauty/3690158872?page=6190,beauty,나도 두바이먹을걸 바나나 너무 빈약했음 ㅠㅠ,25.04.11
927973,https://theqoo.net/beauty/3690158872?page=6190,beauty,@3 아진짜? 바나나도 맛있어보였는데ㅠㅠㅠㅠ,25.04.11
927973,https://theqoo.net/beauty/3690158872?page=6190,beauty,나도 바나나 크림브륄레? 골랐는데 바나나를 너무 아꼈더라 ㅋㅋㅋ,25.04.11
927963,https://theqoo.net/beauty/3690133336?page=6190,beauty,걍 전번 뒷자리만 부르고 들어감!,25.04.11
927963,https://theqoo.net/beauty/3690133336?page=6190,beauty,@1 오 고마웡!!,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,원덬이 릴바레를 털어왔어? 오졌다,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,와씨 대박 부럽다,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/13 04:36:55)",25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,공짜 팝업인데 혜자네,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,한명이 받은 양이라고? 대박,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,@3 쇼핑백도 주고 가방도 줘,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,와 진짜 알차다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,릴바레키링 진짜 받고싶어 꼭 가야지 비와도 걍간다,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,ㅁㅊ나 지방에서 가는거라 고민고밍했는데 가야것네..,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,알차다,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/11/21 02:53:08)",25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,아 맞다 직잭 중복 50퍼 쿠폰도 줬어,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,@8 키링은 뽑기 아니고 부스 들리면 그냥 줘,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,@13 응응 그래서 더 좋아ㅎㅎ,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,꺄악 릴바레 팔레트 받고싶다,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,가고싶다...,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,ㅅㅂ 개같티기대 후기 고마오!,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,우와,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,와 미쳤다,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,"삭제된 댓글입니다.
(삭제일시: 2026/04/29 02:01:59)",25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,대기 없었어? 잘 받아왔당 와,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,와 미쵸따,25.04.11
927952,https://theqoo.net/beauty/3690107005?page=6191,beauty,와...,25.04.11
927932,https://theqoo.net/beauty/3690005996?page=6192,beauty,입장될거 같아!! 나는 중간에 너무 돌아가고+막혀서 택시 탔는데 뭔가 택시비 아까비...ㅠㅠ,25.04.11
927932,https://theqoo.net/beauty/3690005996?page=6192,beauty,@1 헉 고마워!,25.04.11
927932,https://theqoo.net/beauty/3690005996?page=6192,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/12 10:09:37)",25.04.11
927932,https://theqoo.net/beauty/3690005996?page=6192,beauty,@3 아핫 고마워 ㅠㅠ,25.04.11
927938,https://theqoo.net/beauty/3690043941?page=6191,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/09/21 17:05:29)",25.04.11
927938,https://theqoo.net/beauty/3690043941?page=6191,beauty,요즘 트위터 넴드 코덕계들 보면 지그재그 링크 올리고 다들 '일부를 받을수도 있음' 써놓길래 알뜰하시네 했더니ㅋㅋ 아예 직잭에서 돌린거였나보구나?,25.04.11
927938,https://theqoo.net/beauty/3690043941?page=6191,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/11 14:02:48)",25.04.11
927936,https://theqoo.net/beauty/3690025687?page=6191,beauty,끝나고갈까했는데 포기..,25.04.11
927936,https://theqoo.net/beauty/3690025687?page=6191,beauty,나 예약은 했는데 30분 늦을 것 같음 ㅠㅠ 늦어도 들어갈 수 있는 분위기야?,25.04.11
927936,https://theqoo.net/beauty/3690025687?page=6191,beauty,어땡 재밌어??,25.04.11
927936,https://theqoo.net/beauty/3690025687?page=6191,beauty,나도 아직 1시반 입장이라 맞춰서 오래서 기다리는중ㅋㅋ 들어갈때 늦어도 입장 가능한지 물어볼게!!,25.04.11
927936,https://theqoo.net/beauty/3690025687?page=6191,beauty,@4 고마워 고마워 ㅠㅠ,25.04.11
927936,https://theqoo.net/beauty/3690025687?page=6191,beauty,아 정신 없어서 못 물어봤는데 내부 직원들은 모르나봐ㅠㅠ 아 미안해ㅠㅠㅠㅠ,25.04.11
927936,https://theqoo.net/beauty/3690025687?page=6191,beauty,사람 진짜 많앙,25.04.11
927936,https://theqoo.net/beauty/3690025687?page=6191,beauty,@6 아냐 괜찮아 팝업 즐겨!!,25.04.11
927936,https://theqoo.net/beauty/3690025687?page=6191,beauty,"내부는 더 정신없다 완전 축제에 푸드트럭 우다다 모여있는 분위기? 뭐 먼저 해야할지 정신이 없어 내부에서도 줄을 좀 서야하고ㅜㅜ
@8 너무 미안해ㅠㅠ 아는 분 계시면 답 달러올게!!",25.04.11
927936,https://theqoo.net/beauty/3690025687?page=6191,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/12 10:09:37)",25.04.11
927910,https://theqoo.net/beauty/3689879314?page=6193,beauty,들어오면 팸셀에 있을거 같기도?,25.04.11
927910,https://theqoo.net/beauty/3689879314?page=6193,beauty,"공홈에 아직까지 없는거 보니까 진짜 무신사 한정인가봐
팸셀에 뜨는거 기다리려면 거의 반년에서 1년 기다려야 돼",25.04.11
927910,https://theqoo.net/beauty/3689879314?page=6193,beauty,@1 @2 클클 들어온다는 보장만 있음 어떻게든 할인 받아서 살텐데 진짜 기약이 없구나ㅜㅜ,25.04.11
927904,https://theqoo.net/beauty/3689849433?page=6193,beauty,한시가 첫타임일걸,25.04.11
927904,https://theqoo.net/beauty/3689849433?page=6193,beauty,오늘은 12시인가가 시작일거야 그래서 아직 후기 없는듯ㅎㅎ,25.04.11
927904,https://theqoo.net/beauty/3689849433?page=6193,beauty,낼 비와서 나도 고민중..,25.04.11
927904,https://theqoo.net/beauty/3689849433?page=6193,beauty,@1 @2 헉 몰랏어 고마웡,25.04.11
927849,https://theqoo.net/beauty/3689596799?page=6196,beauty,삼천원 딜이 더 빡센듯 990원 딜은 4번 샀는데 삼천원들은 한 번도 못 삼,25.04.11
927849,https://theqoo.net/beauty/3689596799?page=6196,beauty,@1 어우 도전하지말까..ㅋㅋㅋㅋ,25.04.11
927849,https://theqoo.net/beauty/3689596799?page=6196,beauty,초단위로 품절이긴 했어 인기 상품은 ㅇㅇ 근데 오늘 거는 그 정돈 아닐 거 같음 유통기한 임박 립이랑 애교살 스틱? 같은 거라,25.04.11
927837,https://theqoo.net/beauty/3689525875?page=6196,beauty,쿨업샀다가 취소함 안쓸거같ㅋㅋㅋ,25.04.11
927837,https://theqoo.net/beauty/3689525875?page=6196,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/13 04:37:14)",25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,종료라는데??,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,나도 방금 삼,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,샀다!!! 고마워,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,@1 새로고침 했어?,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,@4 웅 내가 늦었나보다ㅠ,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,@5 한번 더 다시 들어가도 그래? 나 처음에는 그랬다가 다시 한번 나갔다 들어오니까 받아졌어,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/13 04:37:14)",25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,어디서받아..? 이미 끝난거라도 찾고싶은데 못찾겠다,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,방금샀어 고마워!,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,@8 지그재그 뷰티메인 직뷰페 선착순특가!,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,고마워!,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/10/31 20:39:08)",25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,살색이 업따 ㅠ,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,뿌듯하드앙😊,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,아니다 되나?!! 방금 샀어 50개 정도 남았대,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,"@6 @7 몇 번 해봤는데 계속 이벤트 종료래ㅠ
그래도 원덬이랑 고마워♥️",25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,고마워!! 방금 삼!,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,쿠폰 받았는데 가격이 왜 안 바뀌냐 ㅋ,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,@18 이벤트쿠폰으로 들어가야됑!,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,덕분에 샀다 고마워!,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,덕분에샀어!!!!!!,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,@19 오 했어 고마워 ㅋㅋ,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,고마워!!,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/10/02 18:48:30)",25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,고마워~!,25.04.11
927832,https://theqoo.net/beauty/3689514830?page=6197,beauty,이거 보고 잘 샀다 고마워 원덬아❤️,25.04.11
927810,https://theqoo.net/beauty/3689484307?page=6198,beauty,나는 비온대서 안갈라구...,25.04.10
927810,https://theqoo.net/beauty/3689484307?page=6198,beauty,약먹고 자 ㅠㅠ,25.04.10
927810,https://theqoo.net/beauty/3689484307?page=6198,beauty,우선 약먹고 잘자고 일어나서 결정해,25.04.10
927781,https://theqoo.net/beauty/3689422710?page=6199,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/10/31 20:39:08)",25.04.10
927803,https://theqoo.net/beauty/3689478142?page=6198,beauty,ㄱㅅㄱㅅ,25.04.10
927803,https://theqoo.net/beauty/3689478142?page=6198,beauty,"[볼륨핵듀오] 글래스팅 컬러 글로스 + 글래스팅 멜팅 밤 (+치크or글로스 증정 선택)
https://s.zigzag.kr/93EsSL8HxC
링크 여기 (리워드x)",25.04.10
927803,https://theqoo.net/beauty/3689478142?page=6198,beauty,@2 친절햐,25.04.11
929363,https://theqoo.net/beauty/3696218808?page=6120,beauty,머야 섀도 이름 왜이렇게 구슬프니 마음에 멍이 들어서 블루-보라색인거야..? -지나가던 f,25.04.15
929363,https://theqoo.net/beauty/3696218808?page=6120,beauty,헝 부러워,25.04.15
929363,https://theqoo.net/beauty/3696218808?page=6120,beauty,이거 진짜 예뻐 얘랑 몽환적인추리사건 같이 두고 보면 기분 좋아짐... 근데 내마음을 돌려줘가 진짜 우주속 은하같이 예뻐,25.04.15
929363,https://theqoo.net/beauty/3696218808?page=6120,beauty,이거 지이이인짜 예쁘더라,25.04.15
929321,https://theqoo.net/beauty/3695953495?page=6122,beauty,여기서 똑같은 후기 본것같은데ㅋㅋㅋ,25.04.15
929321,https://theqoo.net/beauty/3695953495?page=6122,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/05/21 18:44:13)",25.04.15
929321,https://theqoo.net/beauty/3695953495?page=6122,beauty,@1 아 여기였어? ㅋㅋ@2 무지개 새도 구경은 한 번도 못했는데 좋겠다,25.04.15
929321,https://theqoo.net/beauty/3695953495?page=6122,beauty,@2 와 섀도 줬어?? 1등이면 섀도 주는데 1등햇닝,25.04.15
929321,https://theqoo.net/beauty/3695953495?page=6122,beauty,@5 원래 1등이 섀도우 주는거라 맞게 받은걸껄? 블러셔가 2등이었대 나는 첫날 2등했는데도 블러셔 못받있지만...,25.04.15
929249,https://theqoo.net/beauty/3695710131?page=6126,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/05/21 18:43:53)",25.04.15
929249,https://theqoo.net/beauty/3695710131?page=6126,beauty,@1 마지막에 다섯개 고르는거에서 뽑았는데 에크멀 뷰러 구리다는 평 밖에 없..,25.04.15
928793,https://theqoo.net/beauty/3693617713?page=6149,beauty,팸셀 9900원 봅니다 클클에서 9900원에 팔았엇거든ㅋㅋㅋ,25.04.14
928793,https://theqoo.net/beauty/3693617713?page=6149,beauty,저번에 있었으니까 이번에도 있을듯ㅋㅋㅋ,25.04.14
928781,https://theqoo.net/beauty/3693587827?page=6149,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/10/31 20:39:05)",25.04.14
928781,https://theqoo.net/beauty/3693587827?page=6149,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/06/21 02:19:03)",25.04.14
927711,https://theqoo.net/beauty/3689144694?page=6203,beauty,뭐샀어? 나 고민인뎅,25.04.10
927711,https://theqoo.net/beauty/3689144694?page=6203,beauty,@1 나 치크 전색상삼...ㅋ ㅋ ㅋ ㅋ ㅋ ㅠ,25.04.10
927711,https://theqoo.net/beauty/3689144694?page=6203,beauty,@2 역시 뷰방에 귀감이다..ㅋㅋㅋ,25.04.10
927711,https://theqoo.net/beauty/3689144694?page=6203,beauty,@2 ㅋㅋㅋㅋㅋㅋ잘했당 나 3호 6호 두개 사서 오늘 받았는데 진짜 이쁨!! 그래서 추가로 나도 2개 더 샀엉 ㅋㅋ,25.04.10
927711,https://theqoo.net/beauty/3689144694?page=6203,beauty,하 나도 다삼,25.04.10
927711,https://theqoo.net/beauty/3689144694?page=6203,beauty,난 포도빔 품절이라 패스 ㅠ,25.04.10
927711,https://theqoo.net/beauty/3689144694?page=6203,beauty,너네 뭐 사는거야? 뭔데??,25.04.10
927711,https://theqoo.net/beauty/3689144694?page=6203,beauty,나도 3개만 맛보기하려다 걍 전색상 사벌임ㅋㅋㅋ 개당 6천원대길래ㅠ,25.04.10
927711,https://theqoo.net/beauty/3689144694?page=6203,beauty,@7 직잭 릴바레 신상치크... 덬아 발도들이지마 개미지옥임,25.04.10
927711,https://theqoo.net/beauty/3689144694?page=6203,beauty,@9 신상? 샤벳 말하는거야??,25.04.10
927711,https://theqoo.net/beauty/3689144694?page=6203,beauty,이거 펄 튀어? 기존꺼랑 비교해서 어때?,25.04.10
927614,https://theqoo.net/beauty/3688746990?page=6207,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/04/28 03:20:35)",25.04.10
927614,https://theqoo.net/beauty/3688746990?page=6207,beauty,쿠팡은 아예 타임별로 다같이 입장/퇴장했어 50분정도?,25.04.10
927335,https://theqoo.net/beauty/3687692875?page=6221,beauty,오오,25.04.09
927335,https://theqoo.net/beauty/3687692875?page=6221,beauty,옼,25.04.09
927334,https://theqoo.net/beauty/3687691658?page=6221,beauty,"삭제된 댓글입니다.
(삭제일시: 2025/09/19 13:11:07)",25.04.09
927334,https://theqoo.net/beauty/3687691658?page=6221,beauty,오 난 벌써 50썼어,25.04.09
927334,https://theqoo.net/beauty/3687691658?page=6221,beauty,15밖에 안쓴거 아냐...?,25.04.09
927334,https://theqoo.net/beauty/3687691658?page=6221,beauty,4월에 장품에 200 쓴 사람도 있어,25.04.09
927334,https://theqoo.net/beauty/3687691658?page=6221,beauty,@2 나도 50넘김,25.04.09
927334,https://theqoo.net/beauty/3687691658?page=6221,beauty,지그재그 미리 담아놓을라고 봣는데 쿠폰 살아있어서 다시 재결제함 (♧•́ᯅ•̀;ก)(•́ᯅ•̀;ก☆)💦 나 진심 지그재그 비롯한 플랫폼 다 삭제하라고..,25.04.09
927321,https://theqoo.net/beauty/3687643086?page=6222,beauty,아니 사발 7분남았네(덬한테 뭐라하는거 ㄴㄴ),25.04.09
927321,https://theqoo.net/beauty/3687643086?page=6222,beauty,덕분에 장바구니에 담은거 후딱 결제완 ㅠㅠㅠㅠㅜ고마워,25.04.09
927321,https://theqoo.net/beauty/3687643086?page=6222,beauty,"와 븉방 들어오길 잘했다 고마워!!!
파데 위시였는데 드디어 샀다",25.04.09
927321,https://theqoo.net/beauty/3687643086?page=6222,beauty,아놔ㅜ 지금봤네ㅜㅜㅜㅜ,25.04.09
927321,https://theqoo.net/beauty/3687643086?page=6222,beauty,ㅅㅂ 지금봤네,25.04.09
927321,https://theqoo.net/beauty/3687643086?page=6222,beauty,내일도 주려나..??ㅠㅡㅠ,25.04.09
927321,https://theqoo.net/beauty/3687643086?page=6222,beauty,헐 지금봄ㅠ,25.04.09
927282,https://theqoo.net/beauty/3687452506?page=6224,beauty,오호라,25.04.09
927282,https://theqoo.net/beauty/3687452506?page=6224,beauty,오 좋다,25.04.09
927282,https://theqoo.net/beauty/3687452506?page=6224,beauty,고마워!!,25.04.09
927282,https://theqoo.net/beauty/3687452506?page=6224,beauty,우와 뭐 많이한다,25.04.09
927282,https://theqoo.net/beauty/3687452506?page=6224,beauty,가볼까말까 고민되네 ㅋㅋ,25.04.09
927282,https://theqoo.net/beauty/3687452506?page=6224,beauty,아 좋은데? 좋당,25.04.09
927282,https://theqoo.net/beauty/3687452506?page=6224,beauty,거마웡🫶🏻,25.04.09
